职位名称,职位类别,招聘人数,工作地点,发布时间,详细链接,工作职责,工作要求
SA-腾讯社交广告公关传播经理（北京）,市场类,1,北京,2017-08-23,http://hr.tencent.com/position_detail.php?id=31219&keywords=&tid=0&lid=0,"1. 2个方向选1：
2. 1、媒体公关+ KA/SMB方向：
3. • 负责腾讯社交广告重点业务（SMB区域垂直行业业务、KA品牌客户）等的公关传播；
4. • 结合业务需求，制定传播策略计划、输出核心传播观点和日常新闻话题；
5. • 能综合运用To B传播工具和方法，如：洞察、案例、行业报告、联合营销等形式，树立业务影响力；
6. • 为相关业务板块负责人的对外活动，策划演讲、采访及新闻传播内容；
7. • 管理agency、KOL、内容与渠道发布合作方，高效完成新闻话题和事件策划和执行；
8. • 及时监测并处理业务的负面和危机事件，维护产品业务形象和美誉度；
9. or
10. 2、产品公关方向
11. • 负责腾讯社交广告的日常公关传播及媒体合作管理；
12. • 负责微信广告/资讯信息流广告等主要流量场景和广告产品的公关传播；
13. • 结合产品需求，制定传播策略计划、输出核心传播观点，策划日常新闻话题；
14. • 能综合运用To B传播工具和方法，如：洞察报告、案例、发布会、联合营销等形式，提升产品影响力；
15. • 为相关业务板块负责人的对外活动，策划演讲、采访及新闻传播内容；
16. • 管理agency、KOL、内容与渠道发布合作方，高效完成新闻话题和事件策划和执行；
17. • 及时监测并处理业务的负面和危机事件，维护产品业务形象和美誉度；
","1. • 5年以上公关或媒体从业经验，本科及以上学历；
2. • 熟悉互联网广告和营销行业，有数字广告、4A、营销媒体、in-house品牌公关或数字传播、媒介工作经验者优先；
3. • 逻辑思维严谨，有较强的内容撰写能力和出众的项目策划能力，能够独立完成campaign策划并驱动实施；
4. •具有良好的沟通能力，丰富的媒体合作、跨团队沟通和供应商管理经验
5. •具备To B公关传播、品牌类工作经验者优先；
"
SA-腾讯社交广告商业化产品经理（北京）,产品/项目类,1,北京,2017-08-23,http://hr.tencent.com/position_detail.php?id=31387&keywords=&tid=0&lid=0,"1. 负责腾讯信息流产品商业化广告策略规划与设计，需求分析及落地推动工作。
2. 优化和创新广告售卖模式及广告产品形态，完善广告投放及广告主服务能力。
3. 制定广告策略并推动效率优化，实现流量收益最大化。
4. 负责在具体项目中协调/推动研发团队按照计划完成产品的迭代上线。
","1. 1、本科及以上学历，计算机、统计、数学、信息技术及相关专业；3年以上广告产品经验者优先；
2. 2、具备较强的跨团队沟通、协调能力、分析与解决问题的能力，拥有强烈的责任心和团队合作精神，出色的学习能力；
3. 3、对内容类产品有较好的理解，具备优秀的产品能力、数据分析及逻辑分析能力，能够理解机器学习。拥有商业化产品策划、受众定向、搜索或个性化推荐等经验优先。
"
SA-腾讯社交广告北区SMB渠道经理-咨询方向（北京）,市场类,2,北京,2017-08-23,http://hr.tencent.com/position_detail.php?id=31315&keywords=&tid=0&lid=0,"1. 1.负责腾讯社交广告市场区域代理商管理工作，对区域内代理商体系的进行战略规划以及系统、流程分析；
2. 2.基于腾讯社交广告各项业务，和部分区域型或微信平台生态型重点广告代理商建立深度商务合作关系，帮助代理商进行体系优化；
3. 3.参与制定各种服务与激励方式，持续提高渠道合作伙伴的满意度和投入；
","1. 1.全日制本科及以上学历，专业不限；
2. 2.具备咨询类、数据分析类或战略规划类中的一种工作经验；
3. 3.如具有互联网行业广告销售、运营管理经验者优先；
4. 4.具有出色的沟通能力，协调能力，分析能力，统筹思维；
5. 5.良好的团队合作精神；
6. 6.为人诚信，工作敬业，有责任心；""
"
SA-腾讯社交广告SMB产品运营经理（北京）,产品/项目类,1,北京,2017-08-23,http://hr.tencent.com/position_detail.php?id=31449&keywords=&tid=0&lid=0,"1. 从产品层面驱动SMB业务体系快速发展，包含广告产品，销售系统产品，服务商赋能产品等等；
2. 业务机会挖掘，产品需求管理；
3. 带领内部销售运营渠道人员，和各产品方对接，实现广告产品，销售系统产品，服务商赋能产品的推进和落地；
4. 对口外包团队全权管理，包括业务管理，团队建设，人员能力提升。
","1. 全日制本科及以上学历，专业不限；
2. 2年以上互联网广告产品或者深度运营经验；
3. 强大项目管理能力和一定的团队管理能力；
4. 沟通能力强， 学习能力强，抗压能力强，主动性强。
"
MIG09-腾讯移动浏览器视频高级产品经理,产品/项目类,1,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=31448&keywords=&tid=0&lid=0,"1. 1）负责浏览器视频的场景、功能、品类建设，对用户规模和口碑负责；
2. 2）制定项目的产品规划和阶段目标，并协调研发、测试、设计等资源达成产品目标；
3. 3）负责移动浏览器视频的商业化尝试与探索；
","1. 1）本科以上学历，3年以上工作经验，有视频（爱奇艺、优酷，今日头条视频团队等）相关的产品经验优先；2）极度热情，做事有条理，规划能力强，能够多线程处理事情，有带团队的经验优先；
2. 3）必须高效，对数据、用户、行业敏锐；
3. 4）喜欢和人打交道，聪明，学习能力强；
"
SA-腾讯社交广告营销策划经理（北京）,市场类,2,北京,2017-08-23,http://hr.tencent.com/position_detail.php?id=30328&keywords=&tid=0&lid=0,"1. 深入了解行业动态，对所服务的行业有一定认识，梳理、包装数据+社交广告营销行业解决方案，完成行业分析、创新合作营销方案等工作内容；
2. 具备数据分析能力，能够通过腾讯大数据分析，完成行业、客户数据报告，助力客户与腾讯营销合作的不断推进；
3. 关注国内外同类产品，不断分析，优化提炼腾讯社交广告产品的核心优势；
4. 与商务拓展及产品策划团队紧密配合包装针对行业客户需求的产品功能。
","1. 大学本科以上学历，三年以上广告公司或媒体策划类相关从业经历； 
2. 数据分析、逻辑思维能力和创意能力强,文字功底好,熟练运用PPT软件； 
3. 熟悉广告、网络、媒体运营模式,有较强的资源整合学习能力强,能适应压力下的工作环境快速产出擅于现场提案；
4.  具有相关行业数字策划经验者优先考虑， 熟悉策划工作流程，并掌握营销工具，能迅速产出营销概念； 
5. 出色的写作、概念梳理能力，并能熟练使用中文、英文来组织文件或客户提案；
6. 出色的语言表达能力，能熟练使用中文、英文进行提案或案例讲解；
7. 能承担工作压力，并合理自我调节工作节奏； 
8. 良好的团队合作精神及人际沟通能力； 
9. 热爱互联网媒体行业，富有工作激情。
"
SA-腾讯社交广告算法工程师（质量研发中心 深圳）,技术类,5,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=30327&keywords=&tid=0&lid=0,"1. 腾讯社交广告系统后台质量研发，偏重算法策略研究、设计与实现，参加以下一到多项工作：
2. 用户画像建模 && 广告精准定向技术
3. 广告排序算法 && 策略优化
4. 广告转化率预估 && 转化策略优化
5. 广告素材(文本和图片)语义特征挖掘
6. 广告用户体验优化
7. 广告 A/B Test 实验系统
8. 大规模并行机器学习系统建设
","1. 具有扎实的数据结构和算法功底； 熟练使用 C/C++ || Python || Java || Scala
2. 数据挖掘 || 自然语言处理 || 机器学习
3. 有海量数据处理经验，熟悉 Hadoop || Storm || Spark
4. 有广告、搜索引擎、推荐系统相关技术经验者优先
5. 较强学习能力 && 逻辑思维能力 && 具备良好的问题分析与解决能力
6. 善于沟通，工作积极主动，责任心强，具备良好的团队协作能力
"
SA-腾讯社交广告算法工程师（质量研发中心 北京）,技术类,3,北京,2017-08-23,http://hr.tencent.com/position_detail.php?id=30478&keywords=&tid=0&lid=0,"1. 腾讯社交广告系统后台质量研发，偏重算法策略研究、设计与实现，参加以下一到多项工作：
2. 用户画像建模 && 广告精准定向技术；
3. 广告排序算法 && 策略优化；
4. 广告转化率预估 && 转化策略优化;
5. 广告素材(文本和图片)语义特征挖掘；
6. 广告用户体验优化；
7. 广告 A/B Test 实验系统；
8. 大规模并行机器学习系统建设。
","1. 本科及以上学历，硕士、博士优先，2年以上相关工作经验；
2. 具备扎实的数据结构和算法功底，编码强悍；
3. 熟悉 Linux 开发环境，精通 C/C++，熟悉 Python、Java 更好；
4. 具有扎实的数据结构和算法功底； 熟练使用 C/C++ || Python || Java || Scala；
5. 数据挖掘 || 自然语言处理 || 机器学习；
6. 有海量数据处理经验，熟悉 Hadoop || Storm || Spark；
7. 有广告、搜索引擎、推荐系统相关技术经验者优先；
8. 较强学习能力 && 逻辑思维能力 && 具备良好的问题分析与解决能力；
9. 善于沟通，工作积极主动，责任心强，具备良好的团队协作能力。
"
SA-腾讯社交广告微信广告产品策划经理（深圳）,产品/项目类,1,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=30913&keywords=&tid=0&lid=0,"1. 1. 朋友圈广告前端产品策划，结合朋友圈流量场景的特点，推动广告产品形态的优化和广告模式的创新，完成落地和上线，为不同推广目标的广告客户提供整套产品解决方案。比如探索大品牌用什么形式的广告可以提升品牌价值的传播和放大，比如研究如何让用户与广告产生互动从而提升广告效果；
2. 2. 参与广告产品体验的评估，维护微信朋友圈的产品生态；
","1. 1. 对互联网产品设计、功能策划感兴趣；
2. 2. 对新鲜事物有好奇心，有创新精神；
3. 2. 较好逻辑思维与沟通能力；
4. 4. 本科及以上学历，有2年以上互联网前端产品策划经验；
"
22087-体育节目制片人(北京）,产品/项目类,1,北京,2017-08-23,http://hr.tencent.com/position_detail.php?id=30568&keywords=&tid=0&lid=0,"1. •	负责体育节目策划案、招商方案撰写。
2. •	负责节目预算的制定，商业化内容把控。
3. •	统筹把控节目内容及方向和后期执行，对节目制作团队有足够的把控能力。
4. •	负责节目运营跟进、招商广告的落地执行。
","1. •	本科及以上学历；
2. •	3年及以上节目制作经验，有较强的团队协作能力和跨部门协调能力；
3. •	有丰富的体育知识，喜欢看体育赛事；
4. •	熟悉欧洲五大联赛和NBA； 熟悉节目制作流程；
5. •	熟练使用premiere、edius等视频剪辑软件；
6. •	有大型节目制作策划者优先； 
7. •	有较强的文案处理能力，PPT制作能力。 
8. •	有行业相关资源者优先。
9. •	有较优秀的英语听说读写、沟通能力；
"
SA-腾讯社交广告KA渠道运营经理（深圳）,产品/项目类,4,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=31053&keywords=&tid=0&lid=0,"1. 负责腾讯社交广告KA服务商的管理和开拓，通过数据分析洞察市场变化，协助KA服务商达成销售任务；
2. 制定KA服务商销售运营体系及客户优化能力的提升计划，落实执行相应的市场活动；
3. 协调产品及技术资源，通过系统化平台化为服务商进行赋能。
","1. 全日制本科及以上学历，专业不限；
2. 3年以上相关互联网广告行业渠道工作经验；
3. 具备出色的沟通能力，协调能力；
4. 有较强的数据分析能力、策略和规划能力，逻辑思考能力；
5. 良好的团队合作精神，为人诚信，工作敬业，有责任心；
6. 能适应频繁出差。
"
